date,time,sea_water_temperature
2024-05-03,06:00:00Z,
2024-05-03,06:28:20Z,16.25
2024-05-03,06:30:00Z,
2024-05-03,06:58:20Z,16.25
2024-05-03,07:00:00Z,
2024-05-03,07:28:20Z,16.14999962
2024-05-03,07:30:00Z,
2024-05-03,07:58:20Z,16.04999924
2024-05-03,08:00:00Z,
2024-05-03,08:28:20Z,16
2024-05-03,08:30:00Z,
2024-05-03,08:58:20Z,15.85000038
2024-05-03,09:00:00Z,
2024-05-03,09:28:20Z,16
2024-05-03,09:30:00Z,
2024-05-03,09:58:20Z,16
2024-05-03,10:00:00Z,
2024-05-03,10:28:20Z,15.75
2024-05-03,10:30:00Z,
2024-05-03,10:58:20Z,15.70000076
2024-05-03,11:00:00Z,
2024-05-03,11:28:20Z,15.75
2024-05-03,11:30:00Z,
2024-05-03,11:58:20Z,15.85000038
2024-05-03,12:00:00Z,
2024-05-03,12:28:20Z,15.89999962
2024-05-03,12:30:00Z,
2024-05-03,12:58:20Z,16
2024-05-03,13:00:00Z,
2024-05-03,13:28:20Z,16
2024-05-03,13:30:00Z,
2024-05-03,13:58:20Z,15.95000076
2024-05-03,14:00:00Z,
2024-05-03,14:28:20Z,15.85000038
2024-05-03,14:30:00Z,
2024-05-03,14:58:20Z,15.79999924
2024-05-03,15:00:00Z,
2024-05-03,15:28:20Z,15.79999924
2024-05-03,15:30:00Z,
2024-05-03,15:58:20Z,15.79999924
2024-05-03,16:00:00Z,
2024-05-03,16:28:20Z,15.75
2024-05-03,16:30:00Z,
2024-05-03,16:58:20Z,15.79999924
2024-05-03,17:00:00Z,
2024-05-03,17:28:20Z,15.95000076
2024-05-03,17:30:00Z,
2024-05-03,17:58:20Z,16.29999924
2024-05-03,18:00:00Z,
2024-05-03,18:28:20Z,16.29999924
2024-05-03,18:30:00Z,
2024-05-03,18:58:20Z,16.35000038
2024-05-03,19:00:00Z,
2024-05-03,19:28:20Z,16.45000076
2024-05-03,19:30:00Z,
2024-05-03,19:58:20Z,16.64999962
2024-05-03,20:30:00Z,
2024-05-03,20:58:20Z,16.85000038
2024-05-03,21:00:00Z,
2024-05-03,21:28:20Z,17
2024-05-03,22:00:00Z,
2024-05-03,22:28:20Z,17.04999924
2024-05-03,22:30:00Z,
2024-05-03,22:58:20Z,17
2024-05-03,23:00:00Z,
2024-05-03,23:28:20Z,16.89999962
2024-05-03,23:30:00Z,
2024-05-03,23:58:20Z,16.64999962
2024-05-04,00:00:00Z,
2024-05-04,00:28:20Z,16.70000076
2024-05-04,00:30:00Z,
2024-05-04,00:58:20Z,16.54999924
2024-05-04,01:00:00Z,
2024-05-04,01:28:20Z,16.5
2024-05-04,01:30:00Z,
2024-05-04,01:58:20Z,16.5
2024-05-04,02:00:00Z,
2024-05-04,02:28:20Z,16.45000076
2024-05-04,02:30:00Z,
2024-05-04,02:58:20Z,16.25
2024-05-04,03:00:00Z,
2024-05-04,03:28:20Z,16.20000076
2024-05-04,03:30:00Z,
2024-05-04,03:58:20Z,16.25
2024-05-04,04:00:00Z,
2024-05-04,04:28:20Z,16.14999962
2024-05-04,04:30:00Z,
2024-05-04,04:58:20Z,16.20000076
2024-05-04,05:00:00Z,
2024-05-04,05:28:20Z,16.25
2024-05-04,05:30:00Z,
2024-05-04,05:58:20Z,16.25
2024-05-04,06:00:00Z,
2024-05-04,06:28:20Z,16.20000076
2024-05-04,06:30:00Z,
2024-05-04,06:58:20Z,16.20000076
2024-05-04,07:00:00Z,
2024-05-04,07:28:20Z,16.14999962
2024-05-04,07:30:00Z,
2024-05-04,07:58:20Z,16.10000038
2024-05-04,08:00:00Z,
2024-05-04,08:28:20Z,16.10000038
2024-05-04,08:30:00Z,
2024-05-04,08:58:20Z,16.04999924
2024-05-04,09:00:00Z,
2024-05-04,09:28:20Z,16
2024-05-04,09:30:00Z,
2024-05-04,09:58:20Z,15.95000076
2024-05-04,10:00:00Z,
2024-05-04,10:28:20Z,15.89999962
2024-05-04,10:30:00Z,
2024-05-04,10:58:20Z,15.85000038
2024-05-04,11:00:00Z,
2024-05-04,11:28:20Z,15.85000038
2024-05-04,11:30:00Z,
2024-05-04,11:58:20Z,15.89999962
2024-05-04,12:00:00Z,
2024-05-04,12:28:20Z,15.89999962
2024-05-04,12:30:00Z,
2024-05-04,12:58:20Z,15.89999962
2024-05-04,13:00:00Z,
2024-05-04,13:28:20Z,15.85000038
2024-05-04,13:30:00Z,
2024-05-04,13:58:20Z,15.85000038
2024-05-04,14:00:00Z,
2024-05-04,14:28:20Z,15.95000076
2024-05-04,14:30:00Z,
2024-05-04,14:58:20Z,16
2024-05-04,15:00:00Z,
2024-05-04,15:28:20Z,16.04999924
2024-05-04,15:30:00Z,
2024-05-04,15:58:20Z,16.04999924
2024-05-04,16:00:00Z,
2024-05-04,16:28:20Z,16.14999962
2024-05-04,16:30:00Z,
2024-05-04,16:58:20Z,16.10000038
2024-05-04,17:00:00Z,
2024-05-04,17:28:20Z,16.14999962
2024-05-04,18:00:00Z,
2024-05-04,18:28:20Z,16.25
2024-05-04,18:30:00Z,
2024-05-04,18:58:20Z,16.29999924
2024-05-04,19:00:00Z,
2024-05-04,19:28:20Z,16.35000038
2024-05-04,19:30:00Z,
2024-05-04,19:58:20Z,16.35000038
2024-05-04,20:00:00Z,
2024-05-04,20:28:20Z,16.39999962
2024-05-04,20:30:00Z,
2024-05-04,20:58:20Z,16.45000076
2024-05-04,21:00:00Z,
2024-05-04,21:28:20Z,16.39999962
2024-05-04,21:30:00Z,
2024-05-04,21:58:20Z,16.39999962
2024-05-04,22:00:00Z,
2024-05-04,22:28:20Z,16.39999962
2024-05-04,22:30:00Z,
2024-05-04,22:58:20Z,16.29999924
2024-05-04,23:00:00Z,
2024-05-04,23:28:20Z,16.29999924
2024-05-04,23:30:00Z,
2024-05-04,23:58:20Z,16.20000076
2024-05-05,00:00:00Z,
2024-05-05,00:28:20Z,16.10000038
2024-05-05,00:30:00Z,
2024-05-05,00:58:20Z,16.04999924
2024-05-05,01:00:00Z,
2024-05-05,01:28:20Z,16.04999924
2024-05-05,01:30:00Z,
2024-05-05,01:58:20Z,16
2024-05-05,02:00:00Z,
2024-05-05,02:28:20Z,15.95000076
2024-05-05,02:30:00Z,
2024-05-05,02:58:20Z,15.95000076
2024-05-05,03:00:00Z,
2024-05-05,03:28:20Z,15.95000076
2024-05-05,03:30:00Z,
2024-05-05,03:58:20Z,15.95000076
2024-05-05,04:00:00Z,
2024-05-05,04:28:20Z,15.95000076
2024-05-05,04:30:00Z,
2024-05-05,04:58:20Z,16
2024-05-05,05:00:00Z,
2024-05-05,05:28:20Z,16.10000038
2024-05-05,05:30:00Z,
2024-05-05,05:58:20Z,16.29999924
2024-05-05,06:00:00Z,
2024-05-05,06:28:20Z,16.29999924
2024-05-05,06:30:00Z,
2024-05-05,06:58:20Z,16.35000038
2024-05-05,07:00:00Z,
2024-05-05,07:28:20Z,16.39999962
2024-05-05,07:30:00Z,
2024-05-05,07:58:20Z,16.5
2024-05-05,08:00:00Z,
2024-05-05,08:28:20Z,16.5
2024-05-05,08:30:00Z,
2024-05-05,08:58:20Z,16.45000076
2024-05-05,09:00:00Z,
2024-05-05,09:28:20Z,16.45000076
2024-05-05,09:30:00Z,
2024-05-05,09:58:20Z,16.39999962
2024-05-05,10:00:00Z,
2024-05-05,10:28:20Z,16.45000076
2024-05-05,10:30:00Z,
2024-05-05,10:58:20Z,16.39999962
2024-05-05,11:00:00Z,
2024-05-05,11:28:20Z,16.29999924
2024-05-05,11:30:00Z,
2024-05-05,11:58:20Z,16.25
2024-05-05,12:00:00Z,
2024-05-05,12:28:20Z,16.20000076
2024-05-05,12:30:00Z,
2024-05-05,12:58:20Z,16.10000038
2024-05-05,13:00:00Z,
2024-05-05,13:28:20Z,15.95000076
2024-05-05,13:30:00Z,
2024-05-05,13:58:20Z,15.89999962
2024-05-05,14:00:00Z,
2024-05-05,14:28:20Z,15.79999924
2024-05-05,14:30:00Z,
2024-05-05,14:58:20Z,15.54999924
2024-05-05,15:00:00Z,
2024-05-05,15:28:20Z,15.39999962
2024-05-05,15:30:00Z,
2024-05-05,15:58:20Z,15.25
2024-05-05,16:00:00Z,
2024-05-05,16:28:20Z,15.25
2024-05-05,16:30:00Z,
2024-05-05,16:58:20Z,15.04999924
2024-05-05,17:00:00Z,
2024-05-05,17:28:20Z,15.10000038
2024-05-05,17:30:00Z,
2024-05-05,17:58:20Z,15.04999924
2024-05-05,18:00:00Z,
2024-05-05,18:28:20Z,15
2024-05-05,18:30:00Z,
2024-05-05,18:58:20Z,15.14999962
2024-05-05,19:00:00Z,
2024-05-05,19:28:20Z,15.54999924
2024-05-05,19:30:00Z,
2024-05-05,19:58:20Z,15.5
2024-05-05,20:00:00Z,
2024-05-05,20:28:20Z,15.5
2024-05-05,20:30:00Z,
2024-05-05,20:58:20Z,15.79999924
2024-05-05,21:00:00Z,
2024-05-05,21:28:20Z,15.75
2024-05-05,21:30:00Z,
2024-05-05,21:58:20Z,15.85000038
2024-05-05,22:00:00Z,
2024-05-05,22:28:20Z,15.85000038
2024-05-05,22:30:00Z,
2024-05-05,22:58:20Z,15.79999924
2024-05-05,23:00:00Z,
2024-05-05,23:28:20Z,15.75
2024-05-05,23:30:00Z,
2024-05-05,23:58:20Z,15.60000038
2024-05-06,00:00:00Z,
2024-05-06,00:28:20Z,15.5
2024-05-06,00:30:00Z,
2024-05-06,00:58:20Z,15.5
2024-05-06,01:00:00Z,
2024-05-06,01:28:20Z,15.5
2024-05-06,01:30:00Z,
2024-05-06,01:58:20Z,15.29999924
2024-05-06,02:00:00Z,
2024-05-06,02:28:20Z,15.35000038
2024-05-06,02:30:00Z,
2024-05-06,02:58:20Z,15.25
2024-05-06,03:00:00Z,
2024-05-06,03:28:20Z,15.35000038
2024-05-06,03:30:00Z,
2024-05-06,03:58:20Z,15.29999924
2024-05-06,04:00:00Z,
2024-05-06,04:28:20Z,15.39999962
2024-05-06,04:30:00Z,
2024-05-06,04:58:20Z,15.39999962
2024-05-06,05:00:00Z,
2024-05-06,05:28:20Z,15.45000076
2024-05-06,06:00:00Z,
2024-05-06,06:28:20Z,15.45000076
2024-05-06,06:30:00Z,
2024-05-06,06:58:20Z,15.5
2024-05-06,07:00:00Z,
2024-05-06,07:28:20Z,15.5
2024-05-06,07:30:00Z,
2024-05-06,07:58:20Z,15.5
2024-05-06,08:00:00Z,
2024-05-06,08:28:20Z,15.5
2024-05-06,08:30:00Z,
2024-05-06,08:58:20Z,15.45000076
2024-05-06,09:00:00Z,
2024-05-06,09:28:20Z,15.39999962
2024-05-06,09:30:00Z,
2024-05-06,09:58:20Z,15.35000038
2024-05-06,10:00:00Z,
2024-05-06,10:28:20Z,15.35000038
2024-05-06,10:30:00Z,
2024-05-06,10:58:20Z,15.29999924
2024-05-06,11:00:00Z,
2024-05-06,11:28:20Z,15.25
2024-05-06,11:30:00Z,
2024-05-06,11:58:20Z,15.29999924
2024-05-06,12:00:00Z,
2024-05-06,12:28:20Z,15.29999924
2024-05-06,12:30:00Z,
2024-05-06,12:58:20Z,15.29999924
2024-05-06,13:00:00Z,
2024-05-06,13:28:20Z,15.29999924
2024-05-06,13:30:00Z,
2024-05-06,13:58:20Z,15.39999962
2024-05-06,14:00:00Z,
2024-05-06,14:28:20Z,15.45000076
2024-05-06,14:30:00Z,
2024-05-06,14:58:20Z,15.60000038
2024-05-06,15:00:00Z,
2024-05-06,15:28:20Z,15.70000076
2024-05-06,15:30:00Z,
2024-05-06,15:58:20Z,15.75
2024-05-06,16:00:00Z,
2024-05-06,16:28:20Z,15.85000038
2024-05-06,16:30:00Z,
2024-05-06,16:58:20Z,15.95000076
2024-05-06,17:00:00Z,
2024-05-06,17:28:20Z,16.39999962
2024-05-06,17:30:00Z,
2024-05-06,17:58:20Z,16.5
2024-05-06,18:00:00Z,
2024-05-06,18:28:20Z,16.54999924
2024-05-06,18:30:00Z,
2024-05-06,18:58:20Z,16.54999924
2024-05-06,19:00:00Z,
2024-05-06,19:28:20Z,16.5
2024-05-06,19:30:00Z,
2024-05-06,19:58:20Z,16.20000076
2024-05-06,20:00:00Z,
2024-05-06,20:28:20Z,16.25
2024-05-06,20:30:00Z,
2024-05-06,20:58:20Z,16.10000038
2024-05-06,21:00:00Z,
2024-05-06,21:28:20Z,15.54999924
2024-05-06,21:30:00Z,
2024-05-06,21:58:20Z,15.75
2024-05-06,22:00:00Z,
2024-05-06,22:28:20Z,15.35000038
2024-05-06,22:30:00Z,
2024-05-06,22:58:20Z,15.04999924
2024-05-06,23:00:00Z,
2024-05-06,23:28:20Z,15.04999924
2024-05-06,23:30:00Z,
2024-05-06,23:58:20Z,15.04999924
2024-05-07,00:00:00Z,
2024-05-07,00:28:20Z,15.10000038
2024-05-07,00:30:00Z,
2024-05-07,00:58:20Z,15.29999924
2024-05-07,01:30:00Z,
2024-05-07,01:58:20Z,15.39999962
2024-05-07,02:00:00Z,
2024-05-07,02:28:20Z,15.35000038
2024-05-07,02:30:00Z,
2024-05-07,02:58:20Z,15.35000038
2024-05-07,03:00:00Z,
2024-05-07,03:28:20Z,15.29999924
2024-05-07,03:30:00Z,
2024-05-07,03:58:20Z,15.14999962
2024-05-07,04:00:00Z,
2024-05-07,04:28:20Z,15
2024-05-07,04:30:00Z,
2024-05-07,04:58:20Z,14.95000076
2024-05-07,05:00:00Z,
2024-05-07,05:28:20Z,14.95000076
2024-05-07,05:30:00Z,
2024-05-07,05:58:20Z,14.89999962
2024-05-07,06:00:00Z,
2024-05-07,06:28:20Z,14.75
2024-05-07,06:30:00Z,
2024-05-07,06:58:20Z,14.70000076
2024-05-07,07:00:00Z,
2024-05-07,07:28:20Z,14.79999924
2024-05-07,07:30:00Z,
2024-05-07,07:58:20Z,14.85000038
2024-05-07,08:00:00Z,
2024-05-07,08:28:20Z,14.85000038
2024-05-07,08:30:00Z,
2024-05-07,08:58:20Z,14.95000076
2024-05-07,09:00:00Z,
2024-05-07,09:28:20Z,15
2024-05-07,09:30:00Z,
2024-05-07,09:58:20Z,15
2024-05-07,10:00:00Z,
2024-05-07,10:28:20Z,15.04999924
2024-05-07,10:30:00Z,
2024-05-07,10:58:20Z,15.04999924
2024-05-07,11:00:00Z,
2024-05-07,11:28:20Z,15
2024-05-07,11:30:00Z,
2024-05-07,11:58:20Z,15
2024-05-07,12:00:00Z,
2024-05-07,12:28:20Z,15
2024-05-07,12:30:00Z,
2024-05-07,12:58:20Z,15.04999924
2024-05-07,13:00:00Z,
2024-05-07,13:28:20Z,15.10000038
2024-05-07,13:30:00Z,
2024-05-07,13:58:20Z,15.20000076
2024-05-07,14:00:00Z,
2024-05-07,14:28:20Z,15.29999924
2024-05-07,14:30:00Z,
2024-05-07,14:58:20Z,15.35000038
2024-05-07,15:00:00Z,
2024-05-07,15:28:20Z,15.45000076
2024-05-07,15:30:00Z,
2024-05-07,15:58:20Z,15.54999924
2024-05-07,16:00:00Z,
2024-05-07,16:28:20Z,15.79999924
2024-05-07,16:30:00Z,
2024-05-07,16:58:20Z,15.89999962
2024-05-07,17:00:00Z,
2024-05-07,17:28:20Z,16.14999962
2024-05-07,17:30:00Z,
2024-05-07,17:58:20Z,16.25
2024-05-07,18:00:00Z,
2024-05-07,18:28:20Z,16.45000076
2024-05-07,18:30:00Z,
2024-05-07,18:58:20Z,16.5
2024-05-07,19:00:00Z,
2024-05-07,19:28:20Z,16.64999962
2024-05-07,19:30:00Z,
2024-05-07,19:58:20Z,16.60000038
2024-05-07,20:00:00Z,
2024-05-07,20:28:20Z,16.79999924
2024-05-07,21:00:00Z,
2024-05-07,21:28:20Z,16.64999962
2024-05-07,21:30:00Z,
2024-05-07,21:58:20Z,16.70000076
2024-05-07,22:00:00Z,
2024-05-07,22:28:20Z,16.79999924
2024-05-07,22:30:00Z,
2024-05-07,22:58:20Z,16.85000038
2024-05-07,23:00:00Z,
2024-05-07,23:28:20Z,16.5
2024-05-07,23:30:00Z,
2024-05-07,23:58:20Z,16.54999924
2024-05-08,00:00:00Z,
2024-05-08,00:28:20Z,16.5
2024-05-08,00:30:00Z,
2024-05-08,00:58:20Z,16.45000076
2024-05-08,01:00:00Z,
2024-05-08,01:28:20Z,16.60000038
2024-05-08,01:30:00Z,
2024-05-08,01:58:20Z,16.35000038
2024-05-08,02:00:00Z,
2024-05-08,02:28:20Z,16.39999962
2024-05-08,02:30:00Z,
2024-05-08,02:58:20Z,16.39999962
2024-05-08,03:00:00Z,
2024-05-08,03:28:20Z,16.25
2024-05-08,03:30:00Z,
2024-05-08,03:58:20Z,16.10000038
2024-05-08,04:00:00Z,
2024-05-08,04:28:20Z,16.04999924
2024-05-08,04:30:00Z,
2024-05-08,04:58:20Z,16.04999924
2024-05-08,05:00:00Z,
2024-05-08,05:28:20Z,15.95000076
2024-05-08,06:00:00Z,
2024-05-08,06:28:20Z,15.85000038
2024-05-08,06:30:00Z,
2024-05-08,06:58:20Z,15.79999924
2024-05-08,07:00:00Z,
2024-05-08,07:28:20Z,15.79999924
2024-05-08,07:30:00Z,
2024-05-08,07:58:20Z,15.79999924
2024-05-08,08:00:00Z,
2024-05-08,08:28:20Z,15.79999924
2024-05-08,08:30:00Z,
2024-05-08,08:58:20Z,15.75
2024-05-08,09:00:00Z,
2024-05-08,09:28:20Z,15.79999924
2024-05-08,09:30:00Z,
2024-05-08,09:58:20Z,15.70000076
2024-05-08,10:00:00Z,
2024-05-08,10:28:20Z,15.70000076
2024-05-08,10:30:00Z,
2024-05-08,10:58:20Z,15.70000076
2024-05-08,11:00:00Z,
2024-05-08,11:28:20Z,15.70000076
2024-05-08,11:30:00Z,
2024-05-08,11:58:20Z,15.70000076
2024-05-08,12:00:00Z,
2024-05-08,12:28:20Z,15.64999962
2024-05-08,12:30:00Z,
2024-05-08,12:58:20Z,15.64999962
2024-05-08,13:00:00Z,
2024-05-08,13:28:20Z,15.70000076
2024-05-08,13:30:00Z,
2024-05-08,13:58:20Z,15.64999962
2024-05-08,14:00:00Z,
2024-05-08,14:28:20Z,15.70000076
2024-05-08,14:30:00Z,
2024-05-08,14:58:20Z,15.64999962
2024-05-08,15:00:00Z,
2024-05-08,15:28:20Z,15.75
2024-05-08,15:30:00Z,
2024-05-08,15:58:20Z,15.75
2024-05-08,16:00:00Z,
2024-05-08,16:28:20Z,15.85000038
2024-05-08,16:30:00Z,
2024-05-08,16:58:20Z,16.20000076
2024-05-08,17:00:00Z,
2024-05-08,17:28:20Z,16.39999962
2024-05-08,17:30:00Z,
2024-05-08,17:58:20Z,16.54999924
2024-05-08,18:00:00Z,
2024-05-08,18:28:20Z,16.64999962
2024-05-08,18:30:00Z,
2024-05-08,18:58:20Z,16.75
2024-05-08,19:00:00Z,
2024-05-08,19:28:20Z,16.85000038
2024-05-08,19:30:00Z,
2024-05-08,19:58:20Z,17.04999924
2024-05-08,20:00:00Z,
2024-05-08,20:28:20Z,17.04999924
2024-05-08,20:30:00Z,
2024-05-08,20:58:20Z,16.95000076
2024-05-08,21:00:00Z,
2024-05-08,21:28:20Z,16.95000076
2024-05-08,21:30:00Z,
2024-05-08,21:58:20Z,16.89999962
2024-05-08,22:00:00Z,
2024-05-08,22:28:20Z,16.89999962
2024-05-08,22:30:00Z,
2024-05-08,22:58:20Z,16.95000076
2024-05-08,23:00:00Z,
2024-05-08,23:28:20Z,16.89999962
2024-05-08,23:30:00Z,
2024-05-08,23:58:20Z,16.85000038
2024-05-09,00:00:00Z,
2024-05-09,00:28:20Z,16.70000076
2024-05-09,00:30:00Z,
2024-05-09,00:58:20Z,16.70000076
2024-05-09,01:00:00Z,
2024-05-09,01:28:20Z,16.64999962
2024-05-09,01:30:00Z,
2024-05-09,01:58:20Z,16.60000038
2024-05-09,02:00:00Z,
2024-05-09,02:28:20Z,16.5
2024-05-09,02:30:00Z,
2024-05-09,02:58:20Z,16.45000076
2024-05-09,03:00:00Z,
2024-05-09,03:28:20Z,16.45000076
2024-05-09,03:30:00Z,
2024-05-09,03:58:20Z,16.39999962
2024-05-09,04:00:00Z,
2024-05-09,04:28:20Z,16.35000038
2024-05-09,04:30:00Z,
2024-05-09,04:58:20Z,16.35000038
2024-05-09,05:00:00Z,
2024-05-09,05:28:20Z,16.35000038
2024-05-09,05:30:00Z,
2024-05-09,05:58:20Z,16.29999924
2024-05-09,06:00:00Z,
2024-05-09,06:28:20Z,16.35000038
2024-05-09,06:30:00Z,
2024-05-09,06:58:20Z,16.35000038
2024-05-09,07:00:00Z,
2024-05-09,07:28:20Z,16.29999924
2024-05-09,07:30:00Z,
2024-05-09,07:58:20Z,16.20000076
2024-05-09,08:00:00Z,
2024-05-09,08:28:20Z,16.20000076
2024-05-09,08:30:00Z,
2024-05-09,08:58:20Z,16.14999962
2024-05-09,09:00:00Z,
2024-05-09,09:28:20Z,16.04999924
2024-05-09,09:30:00Z,
2024-05-09,09:58:20Z,16.10000038
2024-05-09,10:00:00Z,
2024-05-09,10:28:20Z,16.04999924
2024-05-09,10:30:00Z,
2024-05-09,10:58:20Z,16.04999924
2024-05-09,11:00:00Z,
2024-05-09,11:28:20Z,16.04999924
2024-05-09,11:30:00Z,
2024-05-09,11:58:20Z,16
2024-05-09,12:00:00Z,
2024-05-09,12:28:20Z,15.89999962
2024-05-09,12:30:00Z,
2024-05-09,12:58:20Z,15.85000038
2024-05-09,13:00:00Z,
2024-05-09,13:28:20Z,15.85000038
2024-05-09,13:30:00Z,
2024-05-09,13:58:20Z,15.89999962
2024-05-09,14:00:00Z,
2024-05-09,14:28:20Z,15.85000038
2024-05-09,14:30:00Z,
2024-05-09,14:58:20Z,15.79999924
2024-05-09,15:00:00Z,
2024-05-09,15:28:20Z,15.79999924
2024-05-09,15:30:00Z,
2024-05-09,15:58:20Z,15.75
2024-05-09,16:00:00Z,
2024-05-09,16:28:20Z,15.89999962
2024-05-09,16:30:00Z,
2024-05-09,16:58:20Z,15.85000038
2024-05-09,17:00:00Z,
2024-05-09,17:28:20Z,16
2024-05-09,17:30:00Z,
2024-05-09,17:58:20Z,16.5
2024-05-09,18:00:00Z,
2024-05-09,18:28:20Z,16.79999924
2024-05-09,18:30:00Z,
2024-05-09,18:58:20Z,17.04999924
2024-05-09,19:00:00Z,
2024-05-09,19:28:20Z,17
2024-05-09,19:30:00Z,
2024-05-09,19:58:20Z,17.20000076
2024-05-09,20:00:00Z,
2024-05-09,20:28:20Z,17.14999962
2024-05-09,20:30:00Z,
2024-05-09,20:58:20Z,17.29999924
2024-05-09,21:00:00Z,
2024-05-09,21:28:20Z,17.14999962
2024-05-09,21:30:00Z,
2024-05-09,21:58:20Z,17.39999962
2024-05-09,22:00:00Z,
2024-05-09,22:28:20Z,17.10000038
2024-05-09,22:30:00Z,
2024-05-09,22:58:20Z,17.29999924
2024-05-09,23:00:00Z,
2024-05-09,23:28:20Z,17.10000038
2024-05-09,23:30:00Z,
2024-05-09,23:58:20Z,16.95000076
2024-05-10,00:00:00Z,
2024-05-10,00:28:20Z,16.89999962
2024-05-10,00:30:00Z,
2024-05-10,00:58:20Z,16.85000038
2024-05-10,01:00:00Z,
2024-05-10,01:28:20Z,16.89999962
2024-05-10,01:30:00Z,
2024-05-10,01:58:20Z,16.54999924
2024-05-10,02:00:00Z,
2024-05-10,02:28:20Z,16.04999924
2024-05-10,02:30:00Z,
2024-05-10,02:58:20Z,15.85000038
2024-05-10,03:00:00Z,
2024-05-10,03:28:20Z,15.79999924
2024-05-10,03:30:00Z,
2024-05-10,03:58:20Z,15.79999924
2024-05-10,04:00:00Z,
2024-05-10,04:28:20Z,15.75
2024-05-10,04:30:00Z,
2024-05-10,04:58:20Z,15.79999924
2024-05-10,05:00:00Z,
2024-05-10,05:28:20Z,15.89999962
2024-05-10,06:00:00Z,
2024-05-10,06:28:20Z,15.95000076
2024-05-10,06:30:00Z,
2024-05-10,06:58:20Z,15.89999962
2024-05-10,07:00:00Z,
2024-05-10,07:28:20Z,16
2024-05-10,07:30:00Z,
2024-05-10,07:58:20Z,16.04999924
2024-05-10,08:30:00Z,
2024-05-10,08:58:20Z,16.04999924
2024-05-10,09:00:00Z,
2024-05-10,09:28:20Z,16
2024-05-10,09:30:00Z,
2024-05-10,09:58:20Z,16
2024-05-10,10:00:00Z,
2024-05-10,10:28:20Z,16
2024-05-10,10:30:00Z,
2024-05-10,10:58:20Z,16
2024-05-10,11:00:00Z,
2024-05-10,11:28:20Z,16
2024-05-10,11:30:00Z,
2024-05-10,11:58:20Z,15.95000076
2024-05-10,12:00:00Z,
2024-05-10,12:28:20Z,15.95000076
2024-05-10,12:30:00Z,
2024-05-10,12:58:20Z,15.89999962
2024-05-10,13:00:00Z,
2024-05-10,13:28:20Z,15.89999962
2024-05-10,13:30:00Z,
2024-05-10,13:58:20Z,15.89999962
2024-05-10,14:00:00Z,
2024-05-10,14:28:20Z,15.89999962
2024-05-10,14:30:00Z,
2024-05-10,14:58:20Z,15.89999962
2024-05-10,15:00:00Z,
2024-05-10,15:28:20Z,15.89999962
2024-05-10,15:30:00Z,
2024-05-10,15:58:20Z,15.89999962
2024-05-10,16:00:00Z,
2024-05-10,16:28:20Z,15.95000076
2024-05-10,16:30:00Z,
2024-05-10,16:58:20Z,16
2024-05-10,17:00:00Z,
2024-05-10,17:28:20Z,16.04999924
2024-05-10,17:30:00Z,
2024-05-10,17:58:20Z,16.14999962
2024-05-10,18:00:00Z,
2024-05-10,18:28:20Z,16.20000076
2024-05-10,18:30:00Z,
2024-05-10,18:58:20Z,16.20000076
2024-05-10,19:00:00Z,
2024-05-10,19:28:20Z,16.29999924
2024-05-10,19:30:00Z,
2024-05-10,19:58:20Z,16.39999962
2024-05-10,20:00:00Z,
2024-05-10,20:28:20Z,16.54999924
2024-05-10,20:30:00Z,
2024-05-10,20:58:20Z,16.45000076
2024-05-10,21:00:00Z,
2024-05-10,21:28:20Z,16.39999962
2024-05-10,21:30:00Z,
2024-05-10,21:58:20Z,16.45000076
2024-05-10,22:00:00Z,
2024-05-10,22:28:20Z,16.35000038
2024-05-10,23:00:00Z,
2024-05-10,23:28:20Z,16.35000038
2024-05-10,23:30:00Z,
2024-05-10,23:58:20Z,16.25
2024-05-11,00:00:00Z,
2024-05-11,00:28:20Z,16.10000038
2024-05-11,00:30:00Z,
2024-05-11,00:58:20Z,16
2024-05-11,01:00:00Z,
2024-05-11,01:28:20Z,15.89999962
2024-05-11,01:30:00Z,
2024-05-11,01:58:20Z,15.89999962
2024-05-11,02:00:00Z,
2024-05-11,02:28:20Z,15.85000038
2024-05-11,02:30:00Z,
2024-05-11,02:58:20Z,15.79999924
2024-05-11,03:00:00Z,
2024-05-11,03:28:20Z,15.79999924
2024-05-11,03:30:00Z,
2024-05-11,03:58:20Z,15.79999924
2024-05-11,04:00:00Z,
2024-05-11,04:28:20Z,15.85000038
2024-05-11,04:30:00Z,
2024-05-11,04:58:20Z,15.79999924
2024-05-11,05:00:00Z,
2024-05-11,05:28:20Z,15.85000038
2024-05-11,05:30:00Z,
2024-05-11,05:58:20Z,15.85000038
2024-05-11,06:00:00Z,
2024-05-11,06:28:20Z,15.89999962
2024-05-11,06:30:00Z,
2024-05-11,06:58:20Z,15.95000076
2024-05-11,07:00:00Z,
2024-05-11,07:28:20Z,16
2024-05-11,07:30:00Z,
2024-05-11,07:58:20Z,16
2024-05-11,08:00:00Z,
2024-05-11,08:28:20Z,16
2024-05-11,08:30:00Z,
2024-05-11,08:58:20Z,16
2024-05-11,09:00:00Z,
2024-05-11,09:28:20Z,16
2024-05-11,09:30:00Z,
2024-05-11,09:58:20Z,16
2024-05-11,10:00:00Z,
2024-05-11,10:28:20Z,16.04999924
2024-05-11,10:30:00Z,
2024-05-11,10:58:20Z,16
2024-05-11,11:00:00Z,
