processing_group,marine_site_code,marine_site_name,latitude,longitude,georegion,island,time_format,detide_method,height_cutoff,year,month,day,date,day_of_year,sum,n,mean,stddev,stderr,coeffvar
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,15,9/15/2017,258,66.85,4,16.71,0.4,0.2,2.41
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,16,9/16/2017,259,68.85,4,17.21,0.47,0.23,2.71
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,17,9/17/2017,260,71.62,4,17.91,1.26,0.63,7.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,18,9/18/2017,261,66.09,4,16.52,0.83,0.42,5.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,19,9/19/2017,262,67.71,4,16.93,0.36,0.18,2.11
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,20,9/20/2017,263,70.38,4,17.6,0.31,0.15,1.75
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,21,9/21/2017,264,73.34,4,18.34,0.33,0.16,1.79
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,22,9/22/2017,265,69.88,4,17.47,0.22,0.11,1.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,23,9/23/2017,266,72.48,4,18.12,0.3,0.15,1.67
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,24,9/24/2017,267,74.76,4,18.69,0.14,0.07,0.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,25,9/25/2017,268,74.95,4,18.74,0.58,0.29,3.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,26,9/26/2017,269,75.42,4,18.85,0.66,0.33,3.5
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,27,9/27/2017,270,117.02,6,19.5,0.64,0.26,3.28
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,28,9/28/2017,271,78.46,4,19.62,0.93,0.46,4.74
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,29,9/29/2017,272,35.52,2,17.76,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,9,30,9/30/2017,273,76,4,19,0.66,0.33,3.46
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,1,10/1/2017,274,77.13,4,19.28,0.28,0.14,1.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,2,10/2/2017,275,78.36,4,19.59,0.3,0.15,1.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,3,10/3/2017,276,80.55,4,20.14,0.39,0.19,1.93
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,4,10/4/2017,277,80.46,4,20.12,0.25,0.13,1.25
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,5,10/5/2017,278,78.46,4,19.62,0.66,0.33,3.37
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,6,10/6/2017,279,78.46,4,19.62,0.27,0.14,1.38
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,7,10/7/2017,280,77.03,4,19.26,0.58,0.29,3.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,8,10/8/2017,281,76.09,4,19.02,0.12,0.06,0.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,9,10/9/2017,282,78.46,4,19.62,0.17,0.08,0.85
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,10,10/10/2017,283,78.93,4,19.73,0.31,0.15,1.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,11,10/11/2017,284,77.7,4,19.42,0.55,0.28,2.84
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,12,10/12/2017,285,77.79,4,19.45,0.63,0.32,3.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,13,10/13/2017,286,37.71,2,18.85,0.06,0.04,0.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,14,10/14/2017,287,77.99,4,19.5,0.58,0.29,2.95
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,15,10/15/2017,288,77.89,4,19.47,0.5,0.25,2.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,16,10/16/2017,289,77.32,4,19.33,0.28,0.14,1.43
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,17,10/17/2017,290,76.74,4,19.19,0.55,0.27,2.86
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,18,10/18/2017,291,75.89,4,18.97,0.31,0.15,1.61
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,19,10/19/2017,292,77.12,4,19.28,0.22,0.11,1.14
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,20,10/20/2017,293,76.56,4,19.14,0.16,0.08,0.84
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,21,10/21/2017,294,70.95,4,17.74,0.41,0.21,2.34
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,22,10/22/2017,295,73.04,4,18.26,0.09,0.05,0.5
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,23,10/23/2017,296,73.23,4,18.31,0.04,0.02,0.25
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,24,10/24/2017,297,74.28,4,18.57,0.16,0.08,0.87
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,25,10/25/2017,298,75.7,4,18.93,0.25,0.13,1.33
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,26,10/26/2017,299,113.88,6,18.98,0.42,0.17,2.21
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,27,10/27/2017,300,114.38,6,19.06,0.39,0.16,2.06
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,28,10/28/2017,301,55.38,3,18.46,0.31,0.18,1.66
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,29,10/29/2017,302,54.62,3,18.21,0.52,0.3,2.88
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,30,10/30/2017,303,72.96,4,18.24,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,10,31,10/31/2017,304,74.28,4,18.57,0.16,0.08,0.87
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,1,11/1/2017,305,74.56,4,18.64,0.14,0.07,0.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,2,11/2/2017,306,75.04,4,18.76,0.28,0.14,1.48
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,3,11/3/2017,307,74.66,4,18.67,0.27,0.14,1.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,4,11/4/2017,308,75.42,4,18.86,0.27,0.14,1.44
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,5,11/5/2017,309,111.14,6,18.52,0.69,0.28,3.7
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,6,11/6/2017,310,70.46,4,17.62,0.05,0.03,0.29
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,7,11/7/2017,311,70,4,17.5,0.09,0.05,0.52
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,8,11/8/2017,312,69.52,4,17.38,0.22,0.11,1.26
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,9,11/9/2017,313,69.42,4,17.36,0.41,0.21,2.37
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,10,11/10/2017,314,68.38,4,17.1,0.11,0.05,0.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,11,11/11/2017,315,49.94,3,16.65,0.22,0.13,1.32
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,12,11/12/2017,316,49.76,3,16.59,0.27,0.16,1.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,13,11/13/2017,317,66,4,16.5,0.3,0.15,1.84
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,14,11/14/2017,318,66.86,4,16.72,0.33,0.16,1.97
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,15,11/15/2017,319,67.42,4,16.86,0.27,0.14,1.61
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,16,11/16/2017,320,66.46,4,16.62,0.33,0.16,1.98
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,17,11/17/2017,321,66.08,4,16.52,0.22,0.11,1.33
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,18,11/18/2017,322,65.9,4,16.47,0.23,0.11,1.37
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,20,11/20/2017,324,63.62,4,15.91,0.17,0.08,1.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,21,11/21/2017,325,65.43,4,16.36,0.09,0.05,0.56
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,22,11/22/2017,326,66.08,4,16.52,0.22,0.11,1.33
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,23,11/23/2017,327,66.66,4,16.67,0.17,0.08,1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,24,11/24/2017,328,66.1,4,16.53,0.11,0.05,0.66
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,25,11/25/2017,329,66.56,4,16.64,0.3,0.15,1.82
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,26,11/26/2017,330,68,4,17,0.22,0.11,1.29
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,27,11/27/2017,331,33.24,2,16.62,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,28,11/28/2017,332,65.22,4,16.31,0.69,0.34,4.22
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,29,11/29/2017,333,63.32,4,15.83,0.2,0.1,1.27
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,11,30,11/30/2017,334,65.52,4,16.38,0.06,0.03,0.35
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,1,12/1/2017,335,65.7,4,16.42,0.11,0.05,0.67
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,2,12/2/2017,336,65.05,4,16.26,0.41,0.21,2.55
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,3,12/3/2017,337,63.04,4,15.76,0.44,0.22,2.78
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,4,12/4/2017,338,64.18,4,16.05,0.11,0.05,0.68
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,5,12/5/2017,339,61.9,4,15.48,0.33,0.16,2.13
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,6,12/6/2017,340,62.57,4,15.64,0.25,0.13,1.62
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,7,12/7/2017,341,64,4,16,0.12,0.06,0.76
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,8,12/8/2017,342,64,4,16,0.28,0.14,1.73
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,9,12/9/2017,343,64.18,4,16.05,0.44,0.22,2.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,10,12/10/2017,344,63.32,4,15.83,0.42,0.21,2.64
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,11,12/11/2017,345,31.32,2,15.66,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,12,12/12/2017,346,63.6,4,15.9,0.5,0.25,3.12
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,13,12/13/2017,347,63.7,4,15.92,0.47,0.23,2.95
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,14,12/14/2017,348,63.61,4,15.9,0.34,0.17,2.12
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,15,12/15/2017,349,63.14,4,15.79,0.47,0.23,2.97
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,16,12/16/2017,350,63.42,4,15.85,0.11,0.05,0.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,17,12/17/2017,351,63.42,4,15.86,0.33,0.16,2.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,18,12/18/2017,352,62.86,4,15.72,0.39,0.19,2.46
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,19,12/19/2017,353,62.65,4,15.66,0.08,0.04,0.5
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,20,12/20/2017,354,63.42,4,15.85,0.11,0.05,0.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,21,12/21/2017,355,59.6,4,14.9,0.22,0.11,1.47
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,22,12/22/2017,356,58.83,4,14.71,0.08,0.04,0.53
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,23,12/23/2017,357,60.27,4,15.07,0.2,0.1,1.31
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,24,12/24/2017,358,61.02,4,15.26,0.53,0.26,3.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,25,12/25/2017,359,62.48,4,15.62,0.28,0.14,1.77
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,26,12/26/2017,360,63.22,4,15.81,0.39,0.19,2.45
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,27,12/27/2017,361,31.14,2,15.57,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,28,12/28/2017,362,64,4,16,0.5,0.25,3.1
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,29,12/29/2017,363,63.98,4,15.99,0.39,0.19,2.42
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,30,12/30/2017,364,64.58,4,16.15,0.33,0.16,2.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2017,12,31,12/31/2017,365,63.8,4,15.95,0.22,0.11,1.38
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2018,1,1,1/1/2018,1,63.82,4,15.96,0.11,0.05,0.69
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2018,1,2,1/2/2018,2,64.2,4,16.05,0,0,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2018,1,3,1/3/2018,3,64.38,4,16.1,0.23,0.11,1.4
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2018,1,4,1/4/2018,4,64,4,16,0.06,0.03,0.36
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2018,1,5,1/5/2018,5,65.24,4,16.31,0.09,0.05,0.56
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,1,31,1/31/2022,31,145.6,10,14.56,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,1,2/1/2022,32,145.06,10,14.51,0.16,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,2,2/2/2022,33,146.78,10,14.68,0.26,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,3,2/3/2022,34,144.25,10,14.43,0.28,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,4,2/4/2022,35,145.71,10,14.57,0.08,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,5,2/5/2022,36,143.64,10,14.36,0.18,0.06,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,6,2/6/2022,37,144.18,10,14.42,0.38,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,7,2/7/2022,38,149.54,10,14.95,0.7,0.22,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,8,2/8/2022,39,70.9,5,14.18,0.03,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,9,2/9/2022,40,147.74,10,14.77,0.51,0.16,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,10,2/10/2022,41,147.69,10,14.77,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,11,2/11/2022,42,150.44,10,15.04,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,12,2/12/2022,43,151.12,10,15.11,0.34,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,13,2/13/2022,44,151.06,10,15.11,0.35,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,14,2/14/2022,45,150.88,10,15.09,0.3,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,15,2/15/2022,46,153.91,10,15.39,0.25,0.08,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,16,2/16/2022,47,147.28,10,14.73,0.3,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,17,2/17/2022,48,149.48,10,14.95,0.36,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,18,2/18/2022,49,148.8,10,14.88,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,19,2/19/2022,50,151.66,10,15.17,0.08,0.02,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,20,2/20/2022,51,150.75,10,15.08,0.1,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,21,2/21/2022,52,147.2,10,14.72,0.35,0.11,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,22,2/22/2022,53,145.56,10,14.56,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,23,2/23/2022,54,94.84,7,13.55,0.08,0.03,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,24,2/24/2022,55,99.92,8,12.49,0.88,0.31,0.07
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,25,2/25/2022,56,124.94,10,12.49,0.36,0.11,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,26,2/26/2022,57,129.38,10,12.94,0.39,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,27,2/27/2022,58,131.63,10,13.16,0.43,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,2,28,2/28/2022,59,140.18,10,14.02,0.45,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,1,3/1/2022,60,141.34,10,14.13,0.29,0.09,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,2,3/2/2022,61,140.77,10,14.08,0.43,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,3,3/3/2022,62,145.54,10,14.55,0.47,0.15,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,4,3/4/2022,63,147.14,10,14.71,0.08,0.02,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,5,3/5/2022,64,147.75,10,14.78,0.15,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,6,3/6/2022,65,135.15,10,13.52,0.72,0.23,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,7,3/7/2022,66,138.97,10,13.9,0.38,0.12,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,8,3/8/2022,67,144.13,10,14.41,0.56,0.18,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,9,3/9/2022,68,69.97,5,13.99,0.05,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,10,3/10/2022,69,73.88,5,14.78,0.03,0.01,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,11,3/11/2022,70,73.65,5,14.73,0.04,0.02,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,12,3/12/2022,71,145.7,10,14.57,0.52,0.16,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,13,3/13/2022,72,144.84,10,14.48,0.78,0.25,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,14,3/14/2022,73,144.43,10,14.44,0.58,0.18,0.04
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,15,3/15/2022,74,148.87,10,14.89,0.48,0.15,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,16,3/16/2022,75,151.63,10,15.16,0.49,0.15,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,17,3/17/2022,76,146.65,10,14.67,1.15,0.36,0.08
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,18,3/18/2022,77,144.86,10,14.49,0.43,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,19,3/19/2022,78,152.25,10,15.23,0.31,0.1,0.02
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,20,3/20/2022,79,143.56,10,14.36,0.69,0.22,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,21,3/21/2022,80,128.07,10,12.81,0.17,0.05,0.01
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,22,3/22/2022,81,142.06,10,14.21,0.45,0.14,0.03
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,23,3/23/2022,82,153.52,10,15.35,0.76,0.24,0.05
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,24,3/24/2022,83,73.79,5,14.76,0.07,0.03,0
UCSC,PTFM,Point Fermin,33.70679092,-118.28599,CA South,Mainland,UTC,tide,,2022,3,25,3/25/2022,84,145.98,10,14.6,0.92,0.29,0.06
